arg1:String,arg2:String,confidence:String,context:String,context_rel:String,negated:String,passive:String,path:String,rel:String,sentence:String,tag:String,~from,~id,~to,~label
anti-TPO aAbs,likely to play a more important role in presenting TPO to T cells,0.9472929138282772,"In vitro and in vivo cytotoxic effector functions have also been described such as C3 complement activation [6-8] and antibody-dependent cell cytotoxicity [9-12] leading to the maintenance and amplification of thyroid cell destruction in Hashimoto's disease. Moreover, anti-TPO aAbs are likely to play a more important role in presenting TPO to T cells [5,13,14]. To understand the role of anti-TPO aAbs in the pathogenesis of AITD and to shed new light on how the TPO molecule is seen by the immune system, the delineation of anti-TPO B-cell epitopes has been the goal of several studies during the last decades.",,0.0,1.0,PMC1084359,are,"Moreover, anti-TPO aAbs are likely to play a more important role in presenting TPO to T cells [5,13,14].",,LIT=TPO,FKX6ED84KU7AYINB268H==LIT=TPO_TO_LIT=T cells,LIT=T cells,Scientific Literature
the TPO molecule,by the immune system,0.9329286852051247,"Moreover, anti-TPO aAbs are likely to play a more important role in presenting TPO to T cells [5,13,14]. To understand the role of anti-TPO aAbs in the pathogenesis of AITD and to shed new light on how the TPO molecule is seen by the immune system, the delineation of anti-TPO B-cell epitopes has been the goal of several studies during the last decades. These findings enabled a better localization of the discontinuous immunodominant region (IDR) with the description of several amino acid residues taking part in this highly complex structure.",,0.0,1.0,PMC1084359,is seen,"To understand the role of anti-TPO aAbs in the pathogenesis of AITD and to shed new light on how the TPO molecule is seen by the immune system, the delineation of anti-TPO B-cell epitopes has been the goal of several studies during the last decades.",,LIT=TPO molecule,WO58SA6JRAXJHEDPWDS2==LIT=TPO molecule_TO_LIT=immune system,LIT=immune system,Scientific Literature
the delineation of anti-TPO B - cell epitopes,the goal of several studies,0.9432816123537144,"Moreover, anti-TPO aAbs are likely to play a more important role in presenting TPO to T cells [5,13,14]. To understand the role of anti-TPO aAbs in the pathogenesis of AITD and to shed new light on how the TPO molecule is seen by the immune system, the delineation of anti-TPO B-cell epitopes has been the goal of several studies during the last decades. These findings enabled a better localization of the discontinuous immunodominant region (IDR) with the description of several amino acid residues taking part in this highly complex structure.",,0.0,1.0,PMC1084359,has been,"To understand the role of anti-TPO aAbs in the pathogenesis of AITD and to shed new light on how the TPO molecule is seen by the immune system, the delineation of anti-TPO B-cell epitopes has been the goal of several studies during the last decades.",,LIT=epitopes,54DWUXN5W78NJQXQKHHC==LIT=epitopes_TO_LIT=studies,LIT=studies,Scientific Literature
the delineation of anti-TPO B - cell epitopes,during the last decades,0.9432816123537144,"Moreover, anti-TPO aAbs are likely to play a more important role in presenting TPO to T cells [5,13,14]. To understand the role of anti-TPO aAbs in the pathogenesis of AITD and to shed new light on how the TPO molecule is seen by the immune system, the delineation of anti-TPO B-cell epitopes has been the goal of several studies during the last decades. These findings enabled a better localization of the discontinuous immunodominant region (IDR) with the description of several amino acid residues taking part in this highly complex structure.",,0.0,1.0,PMC1084359,has been,"To understand the role of anti-TPO aAbs in the pathogenesis of AITD and to shed new light on how the TPO molecule is seen by the immune system, the delineation of anti-TPO B-cell epitopes has been the goal of several studies during the last decades.",,LIT=epitopes,1PU7LYK4P39PT3SQ0BTG==LIT=epitopes_TO_LIT=decades,LIT=decades,Scientific Literature
several amino acid residues,part,0.9186941924198344,"To understand the role of anti-TPO aAbs in the pathogenesis of AITD and to shed new light on how the TPO molecule is seen by the immune system, the delineation of anti-TPO B-cell epitopes has been the goal of several studies during the last decades. These findings enabled a better localization of the discontinuous immunodominant region (IDR) with the description of several amino acid residues taking part in this highly complex structure. All together, these data could be a great interest to rationally design competitors (such as peptides) which could be used in combination with other immunotherapies such as systemic antibody treatment, antigen-specific immunization or others generating antigen-specific regulatory T cells capable to block at least for a period of time, an ongoing autoimmune process and may synergize to delay hypothyroiditis.2.",,0.0,0.0,PMC1084359,taking,These findings enabled a better localization of the discontinuous immunodominant region (IDR) with the description of several amino acid residues taking part in this highly complex structure.,,LIT=amino acid residues,WID5RKFO5HRUPO2FRGBD==LIT=amino acid residues_TO_LIT=part,LIT=part,Scientific Literature
several amino acid residues,in this highly complex structure,0.9186941924198344,"To understand the role of anti-TPO aAbs in the pathogenesis of AITD and to shed new light on how the TPO molecule is seen by the immune system, the delineation of anti-TPO B-cell epitopes has been the goal of several studies during the last decades. These findings enabled a better localization of the discontinuous immunodominant region (IDR) with the description of several amino acid residues taking part in this highly complex structure. All together, these data could be a great interest to rationally design competitors (such as peptides) which could be used in combination with other immunotherapies such as systemic antibody treatment, antigen-specific immunization or others generating antigen-specific regulatory T cells capable to block at least for a period of time, an ongoing autoimmune process and may synergize to delay hypothyroiditis.2.",,0.0,0.0,PMC1084359,taking,These findings enabled a better localization of the discontinuous immunodominant region (IDR) with the description of several amino acid residues taking part in this highly complex structure.,,LIT=amino acid residues,9CQ6D12KAMJ17P4SMVMP==LIT=amino acid residues_TO_LIT=structure,LIT=structure,Scientific Literature
These findings,a better localization of the discontinuous immunodominant region (IDR) with the description of several amino acid residues,0.9472929138282772,"To understand the role of anti-TPO aAbs in the pathogenesis of AITD and to shed new light on how the TPO molecule is seen by the immune system, the delineation of anti-TPO B-cell epitopes has been the goal of several studies during the last decades. These findings enabled a better localization of the discontinuous immunodominant region (IDR) with the description of several amino acid residues taking part in this highly complex structure. All together, these data could be a great interest to rationally design competitors (such as peptides) which could be used in combination with other immunotherapies such as systemic antibody treatment, antigen-specific immunization or others generating antigen-specific regulatory T cells capable to block at least for a period of time, an ongoing autoimmune process and may synergize to delay hypothyroiditis.2.",,0.0,0.0,PMC1084359,enabled,These findings enabled a better localization of the discontinuous immunodominant region (IDR) with the description of several amino acid residues taking part in this highly complex structure.,,LIT=findings,IEDLMY59CVXXRJB73K32==LIT=findings_TO_LIT=amino acid residues,LIT=amino acid residues,Scientific Literature
functionTPO,"a membrane - bound , glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing the coupling of some of the iodotyrosyl residues",0.8990955352432951,"All together, these data could be a great interest to rationally design competitors (such as peptides) which could be used in combination with other immunotherapies such as systemic antibody treatment, antigen-specific immunization or others generating antigen-specific regulatory T cells capable to block at least for a period of time, an ongoing autoimmune process and may synergize to delay hypothyroiditis.2.  structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4. Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail.",,0.0,1.0,PMC1084359,is," structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4.",TPO ,LIT=functionTPO,R17R6KKNEPFVIN0HBEXY==LIT=functionTPO_TO_LIT=iodotyrosyl residues,LIT=iodotyrosyl residues,Scientific Literature
"a membrane - bound , glycosylated hemoprotein",a key role in thyroid hormone synthesis,0.9273436369335116,"All together, these data could be a great interest to rationally design competitors (such as peptides) which could be used in combination with other immunotherapies such as systemic antibody treatment, antigen-specific immunization or others generating antigen-specific regulatory T cells capable to block at least for a period of time, an ongoing autoimmune process and may synergize to delay hypothyroiditis.2.  structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4. Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail.",,0.0,0.0,PMC1084359,plays," structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4.",TPO ,LIT=glycosylated hemoprotein,2TR5MXGIRQS0QGD3ZIOR==LIT=glycosylated hemoprotein_TO_LIT=synthesis,LIT=synthesis,Scientific Literature
functionTPO,"a membrane - bound , glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin",0.8990955352432951,"All together, these data could be a great interest to rationally design competitors (such as peptides) which could be used in combination with other immunotherapies such as systemic antibody treatment, antigen-specific immunization or others generating antigen-specific regulatory T cells capable to block at least for a period of time, an ongoing autoimmune process and may synergize to delay hypothyroiditis.2.  structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4. Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail.",,0.0,1.0,PMC1084359,is," structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4.",TPO ,LIT=functionTPO,3EHSP6W78YXNI032WIDA==LIT=functionTPO_TO_LIT=thyroglobulin,LIT=thyroglobulin,Scientific Literature
a 933 amino acid type,toward 61 amino acids,0.913197594301744,"TPO : structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4. Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail. The extra-cellular region consists of 848 amino acids and five potential glycosylation sites.",,0.0,1.0,PMC1084359,orientated,"Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail.",TPO ,LIT=type,468RZIIBE1GTMSWQYWZ6==LIT=type_TO_LIT=amino acids,LIT=amino acids,Scientific Literature
I integral apical membrane protein,a large extra-cytoplasmic domain,0.6657399090882815,"TPO : structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4. Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail. The extra-cellular region consists of 848 amino acids and five potential glycosylation sites.",,0.0,0.0,PMC1084359,contains,"Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail.",TPO ,LIT=protein,6DMWKKN1S3HUMUWJ9SG9==LIT=protein_TO_LIT=extra-cytoplasmic domain,LIT=extra-cytoplasmic domain,Scientific Literature
Human TPO,a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward 61 amino acids cytoplasmic tail,0.8182871137641171,"TPO : structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4. Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail. The extra-cellular region consists of 848 amino acids and five potential glycosylation sites.",,0.0,1.0,PMC1084359,is,"Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail.",TPO ,LIT=TPO,ZKSQRGTSJNMCNWYUFF1T==LIT=TPO_TO_LIT=cytoplasmic tail,LIT=cytoplasmic tail,Scientific Literature
a large extra-cytoplasmic domain,toward a short membrane - spanning region cytoplasmic tail,0.9186941924198344,"TPO : structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4. Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail. The extra-cellular region consists of 848 amino acids and five potential glycosylation sites.",,0.0,1.0,PMC1084359,orientated,"Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail.",TPO ,LIT=extra-cytoplasmic domain,OPW00LFLRP3FBH6KI6RA==LIT=extra-cytoplasmic domain_TO_LIT=cytoplasmic tail,LIT=cytoplasmic tail,Scientific Literature
I integral apical membrane protein,a large extra-cytoplasmic domain orientated toward a short membrane - spanning region cytoplasmic tail,0.7615672315318814,"TPO : structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4. Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail. The extra-cellular region consists of 848 amino acids and five potential glycosylation sites.",,0.0,0.0,PMC1084359,contains,"Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail.",TPO ,LIT=protein,LA4NFROZQJZ9KJWG17YH==LIT=protein_TO_LIT=cytoplasmic tail,LIT=cytoplasmic tail,Scientific Literature
a large extra-cytoplasmic domain,toward the follicular lumen,0.9186941924198344,"TPO : structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4. Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail. The extra-cellular region consists of 848 amino acids and five potential glycosylation sites.",,0.0,1.0,PMC1084359,orientated,"Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail.",TPO ,LIT=extra-cytoplasmic domain,N0TVL1BD8Z7UQ5I47M2Z==LIT=extra-cytoplasmic domain_TO_LIT=lumen,LIT=lumen,Scientific Literature
I integral apical membrane protein,a large extra-cytoplasmic domain orientated toward the follicular lumen cytoplasmic tail,0.7615672315318814,"TPO : structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4. Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail. The extra-cellular region consists of 848 amino acids and five potential glycosylation sites.",,0.0,0.0,PMC1084359,contains,"Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail.",TPO ,LIT=protein,2V867EUWPWYCI73NGJOL==LIT=protein_TO_LIT=cytoplasmic tail,LIT=cytoplasmic tail,Scientific Literature
Human TPO,a 933 amino acid type,0.9340463819568752,"TPO : structure and functionTPO is a membrane-bound, glycosylated hemoprotein that plays a key role in thyroid hormone synthesis by catalyzing both the iodination of thyroglobulin and the coupling of some of the iodotyrosyl residues to generate the thyroid hormones T3 and T4. Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail. The extra-cellular region consists of 848 amino acids and five potential glycosylation sites.",,0.0,1.0,PMC1084359,is,"Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail.",TPO ,LIT=TPO,ZTHUW819ZB12ONE2AXMT==LIT=TPO_TO_LIT=type,LIT=type,Scientific Literature
The extra-cellular region,of five potential glycosylation sites,0.9111779447320654,"Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail. The extra-cellular region consists of 848 amino acids and five potential glycosylation sites. Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1).",,0.0,1.0,PMC1084359,consists,The extra-cellular region consists of 848 amino acids and five potential glycosylation sites.,TPO ,LIT=extra-cellular region,1WV6EJGYV9JB410NPMW8==LIT=extra-cellular region_TO_LIT=glycosylation,LIT=glycosylation,Scientific Literature
The extra-cellular region,of 848 amino acids,0.9111779447320654,"Human TPO (hTPO) is a 933 amino acid type I integral apical membrane protein that contains a large extra-cytoplasmic domain orientated toward the follicular lumen, a short membrane-spanning region, and a 61 amino acids cytoplasmic tail. The extra-cellular region consists of 848 amino acids and five potential glycosylation sites. Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1).",,0.0,1.0,PMC1084359,consists,The extra-cellular region consists of 848 amino acids and five potential glycosylation sites.,TPO ,LIT=extra-cellular region,4T598HD645D33NYYZ57W==LIT=extra-cellular region_TO_LIT=amino acids,LIT=amino acids,Scientific Literature
hTPO,by three distinct domains,0.8253106085824989,"The extra-cellular region consists of 848 amino acids and five potential glycosylation sites. Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1). The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures.","{'text': 'structural homologies have shown', 'offsets': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]]}",0.0,1.0,PMC1084359,is formed,"Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1).",TPO ,LIT=hTPO,BZPMLV752HUA9FOV4XY7==LIT=hTPO_TO_LIT=domains,LIT=domains,Scientific Literature
structural homologies,that hTPO is formed by three distinct domains,0.7662381752405192,"The extra-cellular region consists of 848 amino acids and five potential glycosylation sites. Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1). The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures.",,0.0,0.0,PMC1084359,have shown,"Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1).",TPO ,LIT=structural homologies,C675IPH60UYIACC0GVI6==LIT=structural homologies_TO_LIT=domains,LIT=domains,Scientific Literature
hTPO,by three distinct domains,0.8253106085824989,"The extra-cellular region consists of 848 amino acids and five potential glycosylation sites. Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1). The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures.","{'text': 'Alignment studies have shown', 'offsets': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]]}",0.0,1.0,PMC1084359,is formed,"Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1).",TPO ,LIT=hTPO,FJ83AFTF6XWBGISEIQOY==LIT=hTPO_TO_LIT=domains,LIT=domains,Scientific Literature
Alignment studies,that hTPO is formed by three distinct domains,0.7662381752405192,"The extra-cellular region consists of 848 amino acids and five potential glycosylation sites. Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1). The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures.",,0.0,0.0,PMC1084359,have shown,"Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1).",TPO ,LIT=alignment studies,OD9P33SR20FEOKJH5X6E==LIT=alignment studies_TO_LIT=domains,LIT=domains,Scientific Literature
the prediction of the domain organization of TPO,mainly,0.9683236603157314,"Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1). The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures. More recently, the structure of each domain has been partially elucidated by three-dimensional modeling [17,18].",,0.0,1.0,PMC1084359,is composed,The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures.,TPO ,LIT=TPO,9TAOZSULIWEHEUO6EXX0==LIT=TPO_TO_LIT=mainly,LIT=mainly,Scientific Literature
the prediction of the domain organization of TPO,of alpha - helical structure with relatively little beta - sheet structures,0.9683236603157314,"Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1). The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures. More recently, the structure of each domain has been partially elucidated by three-dimensional modeling [17,18].",,0.0,1.0,PMC1084359,is composed,The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures.,TPO ,LIT=TPO,FFAR3XJ3ISJWUAYE9Y0R==LIT=TPO_TO_LIT=structure,LIT=structure,Scientific Literature
the secondary structure of TPO,mainly,0.9581173438347073,"Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1). The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures. More recently, the structure of each domain has been partially elucidated by three-dimensional modeling [17,18].",,0.0,1.0,PMC1084359,is composed,The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures.,TPO ,LIT=TPO,96WVIA4GIYQCEK0IHD4G==LIT=TPO_TO_LIT=mainly,LIT=mainly,Scientific Literature
the secondary structure of TPO,of alpha - helical structure with relatively little beta - sheet structures,0.9581173438347073,"Alignment studies and structural homologies have shown that hTPO is formed by three distinct domains: a myeloperoxidase (MPO)-like, a complement control protein (CCP)-like, and an epidermal growth factor (EGF)-like domains, from the N- to the C-terminal extremities [15] (Figure 1). The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures. More recently, the structure of each domain has been partially elucidated by three-dimensional modeling [17,18].",,0.0,1.0,PMC1084359,is composed,The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures.,TPO ,LIT=TPO,QY68E1OHDQD2YVPGLWDW==LIT=TPO_TO_LIT=structure,LIT=structure,Scientific Literature
the structure of each domain,by three-dimensional modeling,0.9569540688419964,"The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures. More recently, the structure of each domain has been partially elucidated by three-dimensional modeling [17,18]. The three-dimensional structure of TPO, however, remains unknown, even though low resolution crystals have been obtained [19,20].",,0.0,1.0,PMC1084359,has been partially elucidated,"More recently, the structure of each domain has been partially elucidated by three-dimensional modeling [17,18].",TPO ,LIT=domain,60LM525O9JOIU35B6M3M==LIT=domain_TO_LIT=three-dimensional modeling,LIT=three-dimensional modeling,Scientific Literature
the structure of each domain,More recently,0.9569540688419964,"The high homology between the MPO and TPO molecules has allowed the prediction of the secondary structure and domain organization of TPO [16] which is composed mainly of alpha-helical structure with relatively little beta-sheet structures. More recently, the structure of each domain has been partially elucidated by three-dimensional modeling [17,18]. The three-dimensional structure of TPO, however, remains unknown, even though low resolution crystals have been obtained [19,20].",,0.0,1.0,PMC1084359,has been partially elucidated,"More recently, the structure of each domain has been partially elucidated by three-dimensional modeling [17,18].",TPO ,LIT=domain,DBCRZG48B6DSTHGIIY7T==LIT=domain_TO_LIT=more recently,LIT=more recently,Scientific Literature
The three-dimensional structure of TPO,unknown,0.9652216847101374,"More recently, the structure of each domain has been partially elucidated by three-dimensional modeling [17,18]. The three-dimensional structure of TPO, however, remains unknown, even though low resolution crystals have been obtained [19,20]. TPO is known to exist as multiple species and migrates on SDS PAGE analysis as a closely spaced doublet, which derives from endogenous proteolysis [21,22].",,0.0,1.0,PMC1084359,remains,"The three-dimensional structure of TPO, however, remains unknown, even though low resolution crystals have been obtained [19,20].",TPO ,LIT=TPO,7WHECEYVVQSU1Y5NSX2P==LIT=TPO_TO_LIT=unknown,LIT=unknown,Scientific Literature
The three-dimensional structure of TPO,"even though low resolution crystals have been obtained [19,20",0.9652216847101374,"More recently, the structure of each domain has been partially elucidated by three-dimensional modeling [17,18]. The three-dimensional structure of TPO, however, remains unknown, even though low resolution crystals have been obtained [19,20]. TPO is known to exist as multiple species and migrates on SDS PAGE analysis as a closely spaced doublet, which derives from endogenous proteolysis [21,22].",,0.0,1.0,PMC1084359,remains,"The three-dimensional structure of TPO, however, remains unknown, even though low resolution crystals have been obtained [19,20].",TPO ,LIT=TPO,01P85DTG5A4NE8ME8QNX==LIT=TPO_TO_LIT=crystals,LIT=crystals,Scientific Literature
